dhms_region_id,chromosome,region_start,region_end,dhms_state,n_bins,mean_state_posterior,length_kb,annotation,overlapping_gene,overlapping_transcript,nearest_gene,distance_to_nearest_tss
2995,chr6,8898000,8903000,ESC_enriched,5,0.9908951351653068,5.0,promoter,Nxph1,NM_008751,Nxph1,482
2996,chr6,8904000,8907000,ESC_enriched,3,0.9967494316537154,3.0,gene_body,Nxph1,NM_008751,Nxph1,5482
2997,chr6,12699000,12700000,ESC_enriched,1,0.9944181913101924,1.0,promoter,Thsd7a,NM_001164805,Thsd7a,247
2998,chr6,14848000,14853000,ESC_enriched,5,0.9955334671329371,5.0,intergenic,,,Ppp1r3a,145226
2999,chr6,17256000,17260000,ESC_enriched,4,0.9983811975640295,4.0,promoter,Cav1,NM_007616,Cav1,1666
3000,chr6,17979000,17983000,ESC_enriched,4,0.9995502155714333,4.0,promoter,Wnt2,NM_023653,Wnt2,555
3001,chr6,18119000,18121000,ESC_enriched,2,0.9970797590869585,2.0,promoter,Cftr,NM_021050,Cftr,686
3002,chr6,18463000,18467000,ESC_enriched,4,0.9854720508825049,4.0,promoter,Cttnbp2,NM_080285,Cttnbp2,131
3003,chr6,21164000,21168000,ESC_enriched,4,0.9865694317517576,4.0,promoter,Kcnd2,NM_019697,Kcnd2,654
3004,chr6,21935000,21939000,ESC_enriched,4,0.9899453721751994,4.0,promoter,Cped1,NM_001081351,Cped1,1090
3005,chr6,22238000,22240000,ESC_enriched,2,0.9999993090494697,2.0,promoter,Wnt16,NM_053116,Wnt16,773
3006,chr6,24904000,24906000,ESC_enriched,2,0.9955330012182647,2.0,promoter,Tmem229a,NM_177013,Tmem229a,1135
3007,chr6,25767000,25770000,NPC_enriched,3,0.9534781167281254,3.0,intergenic,,,Pot1a,9272
3008,chr6,28083000,28087000,ESC_enriched,4,0.987816092727909,4.0,intergenic,,,Grm8,8564
3009,chr6,28345000,28350000,ESC_enriched,5,0.9942865696723924,5.0,intergenic,,,Gcc1,24234
3010,chr6,28399000,28404000,ESC_enriched,5,0.9957422867567557,5.0,promoter,Pax4,NM_001159925,Pax4,2150
3011,chr6,28780000,28785000,ESC_enriched,5,0.9901182412939408,5.0,promoter,Lrrc4,NM_138682,Lrrc4,743
3012,chr6,28929000,28933000,ESC_enriched,4,0.9915353430264281,4.0,intergenic,,,Mir129-1,41628
3013,chr6,29011000,29013000,ESC_enriched,2,0.9676397933221842,2.0,promoter,Lep,NM_008493,Lep,1770
3014,chr6,29163000,29166000,ESC_enriched,3,0.9896438436669809,3.0,promoter,Impdh1,NM_001302934,Impdh1,1874
3015,chr6,29381000,29386000,ESC_enriched,5,0.9924554465469224,5.0,promoter,Flnc,NM_001311074,Flnc,235
3016,chr6,29440000,29444000,ESC_enriched,4,0.9915491263146099,4.0,gene_body,Kcp,NM_001029985,Kcp,15962
3017,chr6,29446000,29449000,ESC_enriched,3,0.9995298619084235,3.0,gene_body,Kcp,NM_001029985,Kcp,10462
3018,chr6,29456000,29459000,ESC_enriched,3,0.9963136858459456,3.0,promoter,Kcp,NM_001029985,Kcp,462
3019,chr6,29476000,29481000,ESC_enriched,5,0.9906722371867278,5.0,promoter,Irf5,NM_001311083,Irf5,1866
3020,chr6,29686000,29689000,ESC_enriched,3,0.9967972603351627,3.0,promoter,Smo,NM_176996,Smo,1994
3021,chr6,30122000,30125000,NPC_enriched,3,0.9857565371876628,3.0,promoter,Mirc35hg,NR_126541,Mirc35hg,635
3022,chr6,30409000,30416000,ESC_enriched,7,0.9980500349386231,7.0,promoter,1700012C14Rik,NR_131049,1700012C14Rik,1506
3023,chr6,30682000,30685000,ESC_enriched,3,0.9935269182906982,3.0,intergenic,,,Mest,4559
3024,chr6,30887000,30889000,ESC_enriched,2,0.9937915697148529,2.0,promoter,Klf14,NM_001135093,Klf14,1153
3025,chr6,30947000,30948000,ESC_enriched,1,0.9755796785268745,1.0,intergenic,,,Mir29a,45410
3026,chr6,31145000,31152000,ESC_enriched,7,0.9904657641681318,7.0,promoter,2210408F21Rik;Lncpint,NR_040260;NR_110471,Lncpint,137
3027,chr6,31214000,31217000,ESC_enriched,3,0.9684772102073552,3.0,gene_body,2210408F21Rik,NR_040260,2210408F21Rik,64987
3028,chr6,31487000,31498000,ESC_enriched,11,0.9948105480177252,11.0,promoter,Podxl,NM_013723,Podxl,1600
3029,chr6,32710000,32712000,ESC_enriched,2,0.9749603054168801,2.0,intergenic,,,Plxna4,192650
3030,chr6,34201000,34204000,ESC_enriched,3,0.9804339670783159,3.0,intergenic,,,Gm6644,45101
3031,chr6,34924000,34926000,ESC_enriched,2,0.9705088144783878,2.0,intergenic,,,Slc23a4,16849
3032,chr6,36318000,36320000,ESC_enriched,2,0.9936581754595717,2.0,promoter,9330158H04Rik;Chrm2,NR_015589;NM_203491,9330158H04Rik,614
3033,chr6,37225000,37231000,ESC_enriched,6,0.9939655988197945,6.0,promoter,Dgki,NM_001347104,Dgki,1582
3034,chr6,38221000,38223000,ESC_enriched,2,0.9877591631115861,2.0,gene_body,Zc3hav1l,NM_172467,Zc3hav1l,6867
3035,chr6,38282000,38286000,ESC_enriched,4,0.9815677246230152,4.0,promoter,Zc3hav1,NM_001347122,Zc3hav1,211
3036,chr6,38565000,38570000,ESC_enriched,5,0.9838508127397574,5.0,promoter,Klrg2,NM_001033171,Klrg2,653
3037,chr6,38591000,38597000,ESC_enriched,6,0.9893850063129591,6.0,promoter,Clec2l,NM_001101507,Clec2l,1324
3038,chr6,38610000,38612000,ESC_enriched,2,0.954339152247232,2.0,gene_body,Clec2l,NM_001101507,Clec2l,18324
3039,chr6,40364000,40366000,ESC_enriched,2,0.9963755560168062,2.0,promoter,Dennd11,NM_001356375,Dennd11,742
3040,chr6,40743000,40746000,NPC_enriched,3,0.9740101623887748,3.0,intergenic,,,Moxd2,72601
3041,chr6,41472000,41474000,ESC_enriched,2,0.9918625449039143,2.0,intergenic,,,Prss2,21618
3042,chr6,42249000,42255000,ESC_enriched,6,0.9893492633482465,6.0,promoter,Fam131b,NM_001113327,Fam131b,2247
3043,chr6,47833000,47838000,ESC_enriched,5,0.9975451722813833,5.0,gene_body,Zfp282,NM_146175,Zfp212,14653
3044,chr6,48365000,48382000,ESC_enriched,17,0.9958105719024125,17.0,promoter,Sspo;Zfp467,NM_173428;NM_001085417,Zfp467,1911
3045,chr6,48410000,48421000,ESC_enriched,11,0.9893573015119149,11.0,gene_body,Sspo,NM_173428,Zfp862-ps,18424
3046,chr6,48525000,48528000,ESC_enriched,3,0.9920218449808901,3.0,gene_body,Repin1,NM_001079904,Repin1,3032
3047,chr6,48550000,48551000,ESC_enriched,1,0.9941815826410905,1.0,gene_body,Zfp775,NM_173429,AI854703,7252
3048,chr6,48555000,48562000,ESC_enriched,7,0.9896765287298125,7.0,promoter,AI854703,NR_027236,AI854703,748
3049,chr6,48966000,48969000,ESC_enriched,3,0.9806087365769942,3.0,promoter,Gpnmb,NM_053110,Gpnmb,1397
3050,chr6,49145000,49157000,NPC_enriched,12,0.9968400361876807,12.0,promoter,Igf2bp3,NM_023670,Igf2bp3,6460
3051,chr6,50191000,50192000,ESC_enriched,1,0.9555017361667442,1.0,promoter,Gsdme,NM_018769,Gsdme,145
3052,chr6,50525000,50528000,ESC_enriched,3,0.9786297503208821,3.0,promoter,4921507P07Rik,NM_027564,4921507P07Rik,324
3053,chr6,51098000,51100000,ESC_enriched,2,0.9980101156633424,2.0,intergenic,,,Mir148a,100496
3054,chr6,51102000,51105000,ESC_enriched,3,0.9946773450223958,3.0,intergenic,,,Mir148a,95996
3055,chr6,51542000,51543000,ESC_enriched,1,0.9639509535619799,1.0,intergenic,,,Snx10,68395
3056,chr6,52079000,52159000,ESC_enriched,80,0.9997353926683129,80.0,promoter,5730596B20Rik;Gm15050;Hotairm1;Hotairm2;Hoxa1;Hoxa2;Hoxa3;Hoxa4;Hoxa5;Hoxa6;Hoxa7;Hoxa9;Hoxaas2;Hoxaas3;LOC115490409;Mir196b;Mira,NR_163848;NR_152256;NR_131181;NR_146400;NM_010449;NM_010451;NM_010452;NM_008265;NM_010453;NM_010454;NM_010455;NM_001277238;NR_131182;NR_015611;NR_168044;NR_029912;NR_045199,Hoxa4,2286
3057,chr6,52166000,52168000,ESC_enriched,2,0.9667827723096383,2.0,gene_body,Hoxa10,NM_001122950,Hoxa10,3437
3058,chr6,52169000,52173000,ESC_enriched,4,0.9802774042898788,4.0,promoter,Hoxa10,NM_001122950,Hoxa10,563
3059,chr6,52513000,52517000,NPC_enriched,4,0.9904470611296335,4.0,gene_body,Hibadh,NM_145567,Hibadh,54878
3060,chr6,53215000,53219000,ESC_enriched,4,0.9859954666632103,4.0,promoter,Creb5,NM_001327821,Creb5,120
3061,chr6,53746000,53754000,ESC_enriched,8,0.9940349898391801,8.0,promoter,Tril,NM_025817,Tril,403
3062,chr6,53968000,53971000,ESC_enriched,3,0.9783135426479931,3.0,promoter,Chn2,NM_001163640,Chn2,9
3063,chr6,54254000,54258000,ESC_enriched,4,0.9931242355313276,4.0,promoter,Prr15,NM_030024,Prr15,478
3064,chr6,54872000,54877000,ESC_enriched,5,0.9919682540906323,5.0,gene_body,Nod1,NM_172729,Nod1,27690
3065,chr6,54902000,54903000,ESC_enriched,1,0.985529957581353,1.0,promoter,Nod1,NM_172729,Nod1,310
3066,chr6,55381000,55387000,ESC_enriched,6,0.9918678528263835,6.0,promoter,Adcyap1r1,NM_007407,Adcyap1r1,2445
3067,chr6,55606000,55608000,ESC_enriched,2,0.9869320976291711,2.0,gene_body,Neurod6,NM_009717,Neurod6,3841
3068,chr6,57753000,57756000,ESC_enriched,3,0.9824446350067767,3.0,promoter,Vopp1,NM_146168,Vopp1,203
3069,chr6,60757000,60761000,ESC_enriched,4,0.9818530782686887,4.0,promoter,Snca,NM_009221,Snca,433
3070,chr6,61110000,61111000,ESC_enriched,1,0.967013195155653,1.0,promoter,A730020E08Rik;Ccser1,NR_040287;NM_183310,A730020E08Rik,112
3071,chr6,63186000,63188000,ESC_enriched,2,0.9812108895346034,2.0,promoter,Grid2,NM_001370966,Grid2,1417
3072,chr6,64659000,64660000,ESC_enriched,1,0.990756721222549,1.0,promoter,Atoh1,NM_007500,Atoh1,798
3073,chr6,64664000,64665000,ESC_enriched,1,0.966663101638757,1.0,intergenic,,,Atoh1,5798
3074,chr6,65600000,65607000,ESC_enriched,7,0.9842266828646616,7.0,promoter,Ndnf,NM_172399,Ndnf,2312
3075,chr6,66825000,66827000,ESC_enriched,2,0.9910214614985715,2.0,promoter,Gng12,NM_001177557,Gng12,26
3076,chr6,67463000,67466000,ESC_enriched,3,0.9838914067222518,3.0,promoter,Tacstd2,NM_020047,Tacstd2,900
3077,chr6,70977000,70981000,ESC_enriched,4,0.9927117481936376,4.0,intergenic,,,Foxi3,92816
3078,chr6,71636000,71641000,ESC_enriched,5,0.9857259356454406,5.0,promoter,Reep1,NM_178608,Reep1,1311
3079,chr6,72164000,72165000,ESC_enriched,1,0.9970800289621499,1.0,promoter,Atoh8,NM_153778,Atoh8,586
3080,chr6,72716000,72719000,ESC_enriched,3,0.9772004785149205,3.0,promoter,Tcf7l1,NM_009332,Tcf7l1,1054
3081,chr6,77171000,77175000,ESC_enriched,4,0.998981134101285,4.0,promoter,Lrrtm1,NM_028880,Lrrtm1,1015
3082,chr6,82367000,82368000,ESC_enriched,1,0.9554833603458829,1.0,promoter,Tacr1,NM_009313,Tacr1,632
3083,chr6,82995000,83005000,ESC_enriched,10,0.9909158648600327,10.0,promoter,Dok1;Loxl3,NM_010070;NM_013586,Loxl3,138
3084,chr6,83049000,83054000,ESC_enriched,5,0.9919499867141474,5.0,promoter,Lbx2,NM_010692,Lbx2,522
3085,chr6,83100000,83103000,ESC_enriched,3,0.9919753820186789,3.0,promoter,Rtkn,NM_001136227,Rtkn,35
3086,chr6,83105000,83109000,ESC_enriched,4,0.9845176454159352,4.0,gene_body,Rtkn,NM_001136227,Rtkn,5535
3087,chr6,83120000,83123000,ESC_enriched,3,0.9907267024258717,3.0,promoter,1700003E16Rik;Wdr54,NM_027948;NM_023790,Wdr54,537
3088,chr6,83126000,83128000,ESC_enriched,2,0.9984615626301632,2.0,gene_body,1700003E16Rik,NM_027948,1700003E16Rik,4939
3089,chr6,83378000,83407000,ESC_enriched,29,0.9963446388880284,29.0,promoter,B230319C09Rik,NR_028382,B230319C09Rik,14912
3090,chr6,83408000,83423000,ESC_enriched,15,0.9983168615584262,15.0,promoter,B230319C09Rik;Tet3,NR_028382;NM_001347313,Tet3,6550
3091,chr6,83446000,83451000,NPC_enriched,5,0.9665319206715667,5.0,gene_body,Dguok,NM_013764,Dguok,24127
3092,chr6,83454000,83457000,NPC_enriched,3,0.9835635816955687,3.0,gene_body,Dguok,NM_013764,Dguok,17127
3093,chr6,83667000,83682000,ESC_enriched,15,0.9959913791980879,15.0,promoter,Vax2;Vax2os,NM_011912;NR_075094,Vax2os,1983
3094,chr6,83717000,83730000,ESC_enriched,13,0.9942448468478904,13.0,promoter,1700124L16Rik;Ankrd53,NR_105027;NM_029245,1700124L16Rik,4666
3095,chr6,83831000,83833000,ESC_enriched,2,0.9810536515094731,2.0,intergenic,,,Paip2b,34601
3096,chr6,85090000,85094000,ESC_enriched,4,0.9960726367673011,4.0,promoter,Gm5878,NR_168059,Gm5878,248
3097,chr6,85158000,85161000,ESC_enriched,3,0.9957777669339949,3.0,gene_body,Emx1,NM_010131,Emx1,5912
3098,chr6,85170000,85174000,ESC_enriched,4,0.9832805861445513,4.0,gene_body,Emx1,NM_010131,Emx1,18412
3099,chr6,85188000,85195000,ESC_enriched,7,0.9906546085619229,7.0,gene_body,Sfxn5,NM_178639,Emx1,37912
3100,chr6,85373000,85377000,ESC_enriched,4,0.9918253906481653,4.0,intergenic,,,Noto,14543
3101,chr6,85444000,85452000,ESC_enriched,8,0.9982979437657065,8.0,gene_body,Fbxo41,NM_001289675,Fbxo41,20652
3102,chr6,85981000,85986000,ESC_enriched,5,0.9863407020968843,5.0,promoter,Figla,NM_012013,Figla,676
3103,chr6,85994000,85996000,ESC_enriched,2,0.9916705389630105,2.0,intergenic,,,Figla,12176
3104,chr6,86589000,86592000,ESC_enriched,3,0.9841238527927075,3.0,intergenic,,,Asprv1,3307
3105,chr6,87698000,87700000,ESC_enriched,2,0.9992613504549739,2.0,gene_body,Efcc1,NM_001159697,Efcc1,2491
3106,chr6,88156000,88157000,ESC_enriched,1,0.9833717237369588,1.0,intergenic,,,Gata2,7804
3107,chr6,88160000,88171000,ESC_enriched,11,0.9964066448742586,11.0,promoter,Gata2,NM_008090,Gata2,1196
3108,chr6,88258000,88262000,NPC_enriched,4,0.9960032998100525,4.0,gene_body,Eefsec,NM_023060,Dnajb8,72092
3109,chr6,88304000,88314000,NPC_enriched,10,0.9952836616155757,10.0,gene_body,Eefsec,NM_023060,Eefsec,103180
3110,chr6,88593000,88594000,ESC_enriched,1,0.9724398125220569,1.0,promoter,Kbtbd12,NM_001278671,Kbtbd12,430
3111,chr6,88690000,88693000,ESC_enriched,3,0.9986769034921074,3.0,promoter,Mgll,NM_001166251,Mgll,1156
3112,chr6,88831000,88833000,ESC_enriched,2,0.9729902032559711,2.0,gene_body,Podxl2,NM_001347327,Podxl2,8687
3113,chr6,88837000,88842000,ESC_enriched,5,0.9898304296921019,5.0,promoter,Podxl2,NM_001347327,Podxl2,1187
3114,chr6,90092000,90094000,NPC_enriched,2,0.9642734009613791,2.0,gene_body,Vmn1r51,NM_011683,Vmn1r51,4854
3115,chr6,90274000,90277000,ESC_enriched,3,0.9887661902830168,3.0,gene_body,Chst13,NM_027928,BC048671,8778
3116,chr6,90288000,90292000,ESC_enriched,4,0.9868862387018683,4.0,promoter,Chst13,NM_027928,Chst13,689
3117,chr6,90392000,90394000,ESC_enriched,2,0.9946159857941446,2.0,promoter,Cfap100,NM_173775,Cfap100,984
3118,chr6,91250000,91259000,ESC_enriched,9,0.9842108680796188,9.0,intergenic,,,Fbln2,76233
3119,chr6,91262000,91265000,ESC_enriched,3,0.9630052013960082,3.0,intergenic,,,Fbln2,85233
3120,chr6,91266000,91268000,ESC_enriched,2,0.9800126468431876,2.0,intergenic,,,Fbln2,88733
3121,chr6,91312000,91315000,ESC_enriched,3,0.9586155968853598,3.0,intergenic,,,Wnt7a,63357
3122,chr6,91360000,91363000,ESC_enriched,3,0.9888435740842375,3.0,gene_body,Wnt7a,NM_009527,Wnt7a,15357
3123,chr6,91369000,91378000,ESC_enriched,9,0.9957085499138159,9.0,promoter,Wnt7a,NM_009527,Wnt7a,3357
3124,chr6,91685000,91702000,NPC_enriched,17,0.9992521917415305,17.0,gene_body,Slc6a6,NM_009320,Slc6a6,43930
3125,chr6,92669000,92672000,ESC_enriched,3,0.9829931091831422,3.0,promoter,Prickle2,NM_001081146,Prickle2,1188
3126,chr6,92905000,92911000,ESC_enriched,6,0.9929915505864911,6.0,promoter,9530026P05Rik;Adamts9,NR_015530;NM_175314,Adamts9,1038
3127,chr6,93644000,93649000,ESC_enriched,5,0.9818504242516537,5.0,gene_body,Magi1,NM_001029850,4930511A08Rik,556405
3128,chr6,97452000,97454000,ESC_enriched,2,0.9994071808131444,2.0,promoter,Frmd4b,NM_001346637,Frmd4b,283
3129,chr6,97490000,97514000,NPC_enriched,24,0.9971025097196344,24.0,intergenic,,,Frmd4b,48717
3130,chr6,99486000,99488000,ESC_enriched,2,0.9994657235998887,2.0,intergenic,,,Eif4e3,145234
3131,chr6,99898000,99900000,NPC_enriched,2,0.9561171040166483,2.0,intergenic,,,Prok2,207145
3132,chr6,99902000,99914000,NPC_enriched,12,0.9919640507917807,12.0,intergenic,,,Prok2,216145
3133,chr6,99924000,99940000,NPC_enriched,16,0.9915616073768403,16.0,intergenic,,,Prok2,240145
3134,chr6,100011000,100024000,NPC_enriched,13,0.9948373670442392,13.0,intergenic,,,Rybp,235321
3135,chr6,100038000,100040000,NPC_enriched,2,0.9529380067337165,2.0,intergenic,,,Rybp,213821
3136,chr6,101342000,101344000,ESC_enriched,2,0.9997383497138735,2.0,promoter,Pdzrn3,NM_018884,Pdzrn3,995
3137,chr6,101445000,101448000,NPC_enriched,3,0.967954465007661,3.0,intergenic,,,Pdzrn3,102505
3138,chr6,101843000,101849000,NPC_enriched,6,0.9901472055898203,6.0,intergenic,,,Gm9871,105654
3139,chr6,103476000,103478000,ESC_enriched,2,0.9985110191843314,2.0,promoter,Chl1,NM_007697,Chl1,352
3140,chr6,105642000,105646000,ESC_enriched,4,0.9781587022131468,4.0,promoter,Cntn4;Gm15631,NM_001109749;NR_132434,Cntn4,483
3141,chr6,107494000,107498000,ESC_enriched,4,0.9933639796474971,4.0,promoter,Lrrn1,NM_008516,Lrrn1,498
3142,chr6,112453000,112458000,ESC_enriched,5,0.9926655383882018,5.0,promoter,Oxtr,NM_001081147,Oxtr,102
3143,chr6,113461000,113464000,ESC_enriched,3,0.9760813480121716,3.0,gene_body,Prrt3,NM_001289699,Prrt3,5208
3144,chr6,114096000,114099000,ESC_enriched,3,0.9991948293444167,3.0,promoter,Slc6a11,NM_172890,Slc6a11,665
3145,chr6,114247000,114251000,ESC_enriched,4,0.9921844447982819,4.0,promoter,Slc6a1,NM_178703,Slc6a1,771
3146,chr6,114363000,114367000,ESC_enriched,4,0.9992495940026903,4.0,intergenic,,,Hrh1,4260
3147,chr6,115326000,115329000,ESC_enriched,3,0.9972813261897118,3.0,intergenic,,,Pparg,60184
3148,chr6,115925000,115930000,ESC_enriched,5,0.9984923548735584,5.0,gene_body,Plxnd1,NM_026376,H1f8,16951
3149,chr6,115954000,115965000,ESC_enriched,11,0.9926988426837074,11.0,promoter,Plxnd1,NM_026376,Plxnd1,1124
3150,chr6,116425000,116429000,ESC_enriched,4,0.9851685251867837,4.0,promoter,Alox5,NM_009662,Alox5,203
3151,chr6,117681000,117682000,ESC_enriched,1,0.9934917350655965,1.0,gene_body,1700030F04Rik,NR_045731,1700030F04Rik,35888
3152,chr6,117961000,117965000,ESC_enriched,4,0.9852003724034026,4.0,intergenic,,,Rasgef1a,14123
3153,chr6,117978000,117979000,ESC_enriched,1,0.9503832291812907,1.0,promoter,Rasgef1a,NM_001362105,Rasgef1a,1377
3154,chr6,117989000,117990000,ESC_enriched,1,0.9597287979604071,1.0,gene_body,Rasgef1a,NM_001362105,Rasgef1a,12377
3155,chr6,118444000,118449000,ESC_enriched,5,0.9874504013956169,5.0,promoter,Zfp9,NM_011763,Zfp9,1608
3156,chr6,118558000,118561000,ESC_enriched,3,0.9932638752189901,3.0,gene_body,Cacna1c,NM_001255997,Ankrd26,31610
3157,chr6,118654000,118657000,ESC_enriched,3,0.9672780835963534,3.0,gene_body,Cacna1c,NM_001255997,Ankrd26,127610
3158,chr6,119071000,119076000,ESC_enriched,5,0.99024635149516,5.0,gene_body,Cacna1c,NM_001255997,Dcp1b,67371
3159,chr6,119295000,119297000,ESC_enriched,2,0.9985716216730611,2.0,promoter,Lrtm2,NM_001172207,Lrtm2,1177
3160,chr6,119412000,119414000,ESC_enriched,2,0.9844764477534919,2.0,gene_body,Wnt5b,NM_001271758,Wnt5b,19830
3161,chr6,119505000,119512000,ESC_enriched,7,0.9924105753322181,7.0,intergenic,,,Fbxl14,63214
3162,chr6,120429000,120431000,ESC_enriched,2,0.9841520576047103,2.0,promoter,Il17ra,NM_008359,Il17ra,1185
3163,chr6,120457000,120461000,ESC_enriched,4,0.9940557380596287,4.0,promoter,Tmem121b,NM_033567,Tmem121b,565
3164,chr6,121175000,121178000,ESC_enriched,3,0.9937274535935071,3.0,promoter,Tuba8,NM_017379,Tuba8,148
3165,chr6,121378000,121379000,ESC_enriched,1,0.9850636388549735,1.0,gene_body,Iqsec3,NM_001033354,Iqsec3,60797
3166,chr6,122589000,122591000,ESC_enriched,2,0.9658687044557146,2.0,intergenic,,,Dppa3,2042
3167,chr6,124824000,124834000,ESC_enriched,10,0.9906706787874849,10.0,promoter,Gpr162;P3h3,NM_001355257;NM_013534,Gpr162,602
3168,chr6,124958000,124961000,ESC_enriched,3,0.9685885193506857,3.0,intergenic,,,Pianp,4728
3169,chr6,125278000,125281000,ESC_enriched,3,0.9797201514900338,3.0,promoter,Ltbr,NM_010736,Ltbr,4
3170,chr6,125521000,125522000,ESC_enriched,1,0.9667699730186562,1.0,gene_body,Vwf,NM_011708,Vwf,2934
3171,chr6,126129000,126131000,ESC_enriched,2,0.9752214564623498,2.0,promoter,Ntf3,NM_001164035,Ntf3,579
3172,chr6,126703000,126707000,ESC_enriched,4,0.9966682641144491,4.0,promoter,Kcna6,NM_013568,Kcna6,1293
3173,chr6,126979000,126989000,ESC_enriched,10,0.9774675902797847,10.0,promoter,Fgf6,NM_010204,Fgf6,2840
3174,chr6,127098000,127102000,ESC_enriched,4,0.9718691140635747,4.0,gene_body,Ccnd2,NM_009829,9330179D12Rik,15244
3175,chr6,127114000,127125000,ESC_enriched,11,0.99903614920728,11.0,promoter,9330179D12Rik;Ccnd2,NR_040275;NM_009829,Ccnd2,2833
3176,chr6,127293000,127300000,ESC_enriched,7,0.9958236534235069,7.0,intergenic,,,Gm38404,22914
3177,chr6,127305000,127307000,ESC_enriched,2,0.9603028033045595,2.0,intergenic,,,Gm38404,32414
3178,chr6,134949000,134950000,ESC_enriched,1,0.9730941445822048,1.0,gene_body,Apold1,NM_001109914,Apold1,1807
3179,chr6,135697000,135700000,ESC_enriched,3,0.986115058455371,3.0,gene_body,Grin2b,NM_001363750,4930425L21Rik,73895
3180,chr6,136625000,136628000,ESC_enriched,3,0.999517570159948,3.0,promoter,Plbd1,NM_025806,Plbd1,411
3181,chr6,136903000,136906000,ESC_enriched,3,0.9755915592905247,3.0,promoter,Arhgdib,NM_001301301,Arhgdib,1595
3182,chr6,137216000,137218000,ESC_enriched,2,0.9986089556481219,2.0,promoter,Ptpro,NM_011216,Ptpro,506
3183,chr6,138386000,138388000,ESC_enriched,2,0.9665341495305024,2.0,promoter,A830011K09Rik;Lmo3,NR_126072;NM_001356307,A830011K09Rik,300
3184,chr6,140258000,140259000,ESC_enriched,1,0.9719523484899718,1.0,intergenic,,,Plekha5,128004
3185,chr6,141210000,141215000,ESC_enriched,5,0.9875777021602146,5.0,promoter,Pde3a,NM_018779,Pde3a,826
3186,chr6,141528000,141535000,NPC_enriched,7,0.9924804389556587,7.0,gene_body,Slco1c1,NM_021471,Slco1c1,44741
3187,chr6,142371000,142374000,ESC_enriched,3,0.9990572072423448,3.0,promoter,Spx,NM_001242345,Spx,1848
3188,chr6,142920000,142923000,ESC_enriched,3,0.9744194343778942,3.0,promoter,St8sia1,NM_011374,St8sia1,174
3189,chr6,144308000,144312000,ESC_enriched,4,0.9899518240914451,4.0,intergenic,,,Sox5,143273
3190,chr6,144738000,144741000,ESC_enriched,3,0.9993007357324174,3.0,intergenic,,,Sox5os3,109474
3191,chr6,145819000,145828000,ESC_enriched,9,0.9991151021272509,9.0,promoter,Bhlhe41,NM_024469,Bhlhe41,921
3192,chr6,146458000,146462000,ESC_enriched,4,0.9965757159404806,4.0,promoter,Itpr2,NM_019923,Itpr2,607
3193,chr6,147220000,147225000,ESC_enriched,5,0.9990770502967031,5.0,promoter,Pthlh,NM_008970,Pthlh,1317
3194,chr6,148004000,148005000,ESC_enriched,1,0.9606671611629095,1.0,promoter,Far2,NM_178797,Far2,85
3195,chr6,149057000,149061000,ESC_enriched,4,0.9831678932574914,4.0,promoter,Dennd5b,NM_177192,Dennd5b,150
3196,chr7,4530000,4532000,ESC_enriched,2,0.9765770148700327,2.0,gene_body,Ssc5d,NM_173008,Ssc5d,2093
3197,chr7,4595000,4599000,ESC_enriched,4,0.9994759468551108,4.0,promoter,Zfp579,NM_026741,Zfp579,2188
3198,chr7,4633000,4636000,ESC_enriched,3,0.9950156881870168,3.0,gene_body,Zfp865,NM_001290426,Zfp784,7033
3199,chr7,4655000,4661000,ESC_enriched,6,0.9936192401905156,6.0,promoter,Ccdc106;Gm15510;Zfp580,NM_001290429;NR_166619;NM_026900,Ccdc106,1238
3200,chr7,5792000,5794000,ESC_enriched,2,0.9991553414678869,2.0,gene_body,Zfp444,NM_028316,Galp,7176
3201,chr7,11828000,11831000,ESC_enriched,3,0.979102207864711,3.0,promoter,Rnf225,NM_029809,Rnf225,1906
3202,chr7,11943000,11946000,ESC_enriched,3,0.9998066940280177,3.0,gene_body,Mzf1,NM_145819,Ube2m,6343
3203,chr7,12160000,12162000,ESC_enriched,2,0.9798122012832079,2.0,gene_body,Zswim9,NM_177312,Lig1,16353
3204,chr7,15115000,15117000,ESC_enriched,2,0.9949122463191494,2.0,gene_body,Ehd2,NM_153068,Ehd2,10057
3205,chr7,15220000,15221000,ESC_enriched,1,0.955068886928255,1.0,intergenic,,,Zfp541,9866
3206,chr7,15303000,15306000,ESC_enriched,3,0.9950103379954299,3.0,gene_body,Slc8a2,NM_001347561,Slc8a2,16153
3207,chr7,15316000,15319000,ESC_enriched,3,0.9879841164686157,3.0,gene_body,Slc8a2,NM_001347561,Meis3,16416
3208,chr7,15338000,15339000,ESC_enriched,1,0.9570673350122039,1.0,gene_body,Meis3,NM_008627,Meis3,4584
3209,chr7,15969000,15971000,ESC_enriched,2,0.9811953084339503,2.0,gene_body,Fkrp,NM_001358846,Strn4,4410
3210,chr7,16065000,16069000,ESC_enriched,4,0.992192688058743,4.0,promoter,Ptgir,NM_008967,Ptgir,1989
3211,chr7,16103000,16108000,ESC_enriched,5,0.9925801345206429,5.0,promoter,Pnmal2,NM_001099636,Pnmal2,2297
3212,chr7,18084000,18087000,ESC_enriched,3,0.9812159045303628,3.0,promoter,Nova2,NM_001029877,Nova2,1091
3213,chr7,18115000,18128000,ESC_enriched,13,0.9946260440700416,13.0,gene_body,Nova2,NM_001029877,Nanos2,24545
